COUNTY,MOMBASA,,,
,Age,Male,Female,Total
KISII,0 - 4,"8,908","8,799","17,707"
KISII,5,"1,621","1,568","3,189"
KISII,6,"1,686","1,613","3,299"
KISII,7,"1,710","1,776","3,486"
KISII,8,"1,521","1,570","3,091"
KISII,9,"1,702","1,831","3,533"
KISII,CD LO,"8,240","8,358","16,598"
KISII,10,"1,771","1,791","3,562"
KISII,11,"1,570","1,637","3,207"
KISII,12,"1,817","1,893","3,710"
KISII,13,"1,726","1,904","3,630"
KISII,14,"1,535","1,676","3,211"
KISII,10-14,"8,419","8,901","17,320"
KISII,15,"1,444","1,670","3,114"
KISII,16,"1,376","1,565","2,941"
KISII,17,"1,515","1,710","3,225"
KISII,18,"1,310","1,481","2,791"
KISII,19,"1,467","1,823","3,290"
KISII,15-19,"7,112","8,249","15,361"
KISII,20,"1,433","1,946","3,379"
KISII,21,"1,510","1,898","3,408"
KISII,22,"1,612","2,094","3,706"
KISII,23,"1,856","2,414","4,270"
KISII,24,"1,809","2,206","4,015"
KISII,20-24,"8,220","10,558","18,778"
KISII,25,"2,002","2,400","4,402"
KISII,26,"1,685","2,119","3,804"
KISII,27,"1,685","1,901","3,586"
KISII,28,"1,375","1,596","2,971"
KISII,29,"1,530","1,638","3,168"
KISII,25-29,"8,277","9,654","17,931"
KISII,30,"1,914","2,161","4,075"
KISII,31,"1,279","1,321","2,600"
KISII,32,"1,578","1,656","3,234"
KISII,33,"1,196","1,287","2,483"
KISII,34,"1,163","1,220","2,383"
KISII,30-34,"7,130","7,645","14,775"
KISII,35,"1,494","1,363","2,857"
KISII,36,"1,036",880,"1,916"
KISII,37,990,789,"1,779"
KISII,38,780,673,"1,453"
KISII,39,854,725,"1,579"
KISII,35-39,"5,154","4,430","9,584"
KISII,40,"1,018",859,"1,877"
KISII,41,862,715,"1,577"
KISII,42,730,600,"1,330"
KISII,43,690,564,"1,254"
KISII,44,463,445,908
KISII,40-44,"3,763","3,183","6,946"
KISII,45,832,686,"1,518"
KISII,46,544,464,"1,008"
KISII,47,568,450,"1,018"
KISII,48,364,345,709
KISII,49,430,334,764
KISII,45-49,"2,738","2,279","5,017"
KISII,50,553,439,992
KISII,51,341,315,656
KISII,52,329,234,563
KISII,53,262,197,459
KISII,54,286,233,519
KISII,50-54,"1,771","1,418","3,189"
KISII,55,342,262,604
KISII,56,380,299,679
KISII,57,378,353,731
KISII,58,252,273,525
KISII,59,315,289,604
KISII,55-59,"1,667","1,476","3,143"
KISII,60,288,296,584
KISII,61,227,182,409
KISII,62,177,163,340
KISII,63,179,171,350
KISII,64,145,128,273
KISII,60-64,"1,016",940,"1,956"
KISII,65,184,187,371
KISII,66,109,107,216
KISII,67,177,170,347
KISII,68,87,65,152
KISII,69,113,99,212
KISII,65-69,670,628,"1,298"
KISII,70,138,161,299
KISII,71,107,78,185
KISII,72,76,50,126
KISII,73,59,37,96
KISII,74,52,45,97
KISII,70-74,432,371,803
KISII,75,53,56,109
KISII,76,28,30,58
KISII,77,47,45,92
KISII,78,30,27,57
KISII,79,27,44,71
KISII,75-79,185,202,387
KISII,80,32,68,100
KISII,81,19,39,58
KISII,82,22,19,41
KISII,83,25,16,41
KISII,84,23,21,44
KISII,80-84,121,163,284
KISII,85,15,23,38
KISII,86,15,20,35
KISII,87,10,21,31
KISII,88,10,15,25
KISII,89,19,34,53
KISII,85-89,69,113,182
KISII,90,5,28,33
KISII,91,6,10,16
KISII,92,2,4,6
KISII,93,3,5,8
KISII,94,4,9,13
KISII,90-94,20,56,76
KISII,95,2,9,11
KISII,96,2,5,7
KISII,97,2,4,6
KISII,98,1,2,3
KISII,99,2,8,10
KISII,95-99,9,28,37
KISII,100+,3,25,28
KISII,Not Stated,-,2,2
NYAMIRA,NYAMIRA,,,
NYAMIRA,Total,"22,666","24,370","47,036"
NYAMIRA,0,536,533,"1,069"
NYAMIRA,1,522,547,"1,069"
NYAMIRA,2,492,442,934
NYAMIRA,3,496,571,"1,067"
NYAMIRA,4,544,548,"1,092"
NYAMIRA,0 - 4,"2,590","2,641","5,231"
NYAMIRA,5,544,517,"1,061"
NYAMIRA,6,562,543,"1,105"
NYAMIRA,7,553,537,"1,090"
NYAMIRA,8,493,507,"1,000"
NYAMIRA,9,543,597,"1,140"
NYAMIRA,CD LO,"2,695","2,701","5,396"
NYAMIRA,10,621,624,"1,245"
NYAMIRA,11,527,601,"1,128"
NYAMIRA,12,679,639,"1,318"
NYAMIRA,13,627,633,"1,260"
NYAMIRA,14,552,569,"1,121"
NYAMIRA,10-14,"3,006","3,066","6,072"
NYAMIRA,15,545,583,"1,128"
NYAMIRA,16,509,519,"1,028"
NYAMIRA,17,568,553,"1,121"
NYAMIRA,18,436,506,942
NYAMIRA,19,487,511,998
NYAMIRA,15-19,"2,545","2,672","5,217"
NYAMIRA,20,376,484,860
NYAMIRA,21,372,475,847
NYAMIRA,22,393,522,915
NYAMIRA,23,408,571,979
NYAMIRA,24,402,518,920
NYAMIRA,20-24,"1,951","2,570","4,521"
NYAMIRA,25,480,631,"1,111"
NYAMIRA,26,392,526,918
NYAMIRA,27,375,544,919
NYAMIRA,28,350,442,792
NYAMIRA,29,360,443,803
NYAMIRA,25-29,"1,957","2,586","4,543"
NYAMIRA,30,520,677,"1,197"
NYAMIRA,31,320,377,697
NYAMIRA,32,451,495,946
NYAMIRA,33,335,387,722
NYAMIRA,34,335,346,681
NYAMIRA,30-34,"1,961","2,282","4,243"
NYAMIRA,35,427,458,885
NYAMIRA,36,269,271,540
NYAMIRA,37,279,264,543
NYAMIRA,38,228,212,440
NYAMIRA,39,245,234,479
NYAMIRA,35-39,"1,448","1,439","2,887"
NYAMIRA,40,324,333,657
NYAMIRA,41,261,267,528
NYAMIRA,42,250,223,473
NYAMIRA,43,193,205,398
NYAMIRA,44,172,157,329
NYAMIRA,40-44,"1,200","1,185","2,385"
NYAMIRA,45,297,272,569
NYAMIRA,46,166,163,329
NYAMIRA,47,196,195,391
NYAMIRA,48,131,129,260
NYAMIRA,49,142,162,304
NYAMIRA,45-49,932,921,"1,853"
NYAMIRA,50,178,223,401
NYAMIRA,51,145,127,272
NYAMIRA,52,118,92,210
NYAMIRA,53,93,68,161
NYAMIRA,54,95,81,176
NYAMIRA,50-54,629,591,"1,220"
NYAMIRA,55,115,94,209
NYAMIRA,56,146,141,287
NYAMIRA,57,143,160,303
NYAMIRA,58,99,76,175
NYAMIRA,59,154,142,296
NYAMIRA,55-59,657,613,"1,270"
NYAMIRA,60,135,150,285
NYAMIRA,61,112,90,202
NYAMIRA,62,82,75,157
NYAMIRA,63,56,67,123
NYAMIRA,64,49,52,101
NYAMIRA,60-64,434,434,868
NYAMIRA,65,74,82,156
NYAMIRA,66,29,38,67
NYAMIRA,67,80,61,141
NYAMIRA,68,41,27,68
NYAMIRA,69,41,37,78
NYAMIRA,65-69,265,245,510
NYAMIRA,70,74,84,158
NYAMIRA,71,35,36,71
NYAMIRA,72,34,27,61
NYAMIRA,73,35,15,50
NYAMIRA,74,23,41,64
NYAMIRA,70-74,201,203,404
NYAMIRA,75,23,32,55
NYAMIRA,76,12,15,27
NYAMIRA,77,15,16,31
NYAMIRA,78,12,10,22
NYAMIRA,79,20,11,31
NYAMIRA,75-79,82,84,166
NYAMIRA,80,21,26,47
NYAMIRA,81,7,11,18
NYAMIRA,82,10,11,21
NYAMIRA,83,11,7,18
NYAMIRA,84,4,11,15
NYAMIRA,80-84,53,66,119
NYAMIRA,85,12,12,24
NYAMIRA,86,4,2,6
NYAMIRA,87,6,9,15
NYAMIRA,88,4,2,6
NYAMIRA,89,6,11,17
NYAMIRA,85-89,32,36,68
NYAMIRA,90,8,11,19
NYAMIRA,91,4,3,7
NYAMIRA,92,2,4,6
NYAMIRA,93,1,-,1
NYAMIRA,94,-,2,2
NYAMIRA,90-94,15,20,35
NYAMIRA,95,5,1,6
NYAMIRA,96,1,3,4
NYAMIRA,97,2,2,4
NYAMIRA,98,-,1,1
NYAMIRA,99,2,1,3
NYAMIRA,95-99,10,8,18
NYAMIRA,100+,3,6,9
NYAMIRA,Not Stated,-,1,1
NAIROBI CITY,NAIROBI CITY,,,
NAIROBI CITY,Total,"2,192,452","2,204,376","4,396,828"
NAIROBI CITY,0,"57,265","56,523","113,788"
NAIROBI CITY,1,"56,019","54,601","110,620"
NAIROBI CITY,2,"52,518","51,848","104,366"
NAIROBI CITY,3,"51,115","51,027","102,142"
NAIROBI CITY,4,"47,182","46,889","94,071"
NAIROBI CITY,0 - 4,"264,099","260,888","524,987"
NAIROBI CITY,5,"45,203","44,711","89,914"
NAIROBI CITY,6,"43,635","44,226","87,861"
NAIROBI CITY,7,"43,507","43,655","87,162"
NAIROBI CITY,8,"40,916","41,615","82,531"
NAIROBI CITY,9,"41,969","43,275","85,244"
NAIROBI CITY,CD LO,"215,230","217,482","432,712"
NAIROBI CITY,10,"40,791","40,892","81,683"
NAIROBI CITY,11,"35,581","37,513","73,094"
NAIROBI CITY,12,"37,907","39,622","77,529"
NAIROBI CITY,13,"36,701","39,479","76,180"
NAIROBI CITY,14,"34,028","36,036","70,064"
NAIROBI CITY,10-14,"185,008","193,542","378,550"
NAIROBI CITY,15,"30,919","35,136","66,055"
NAIROBI CITY,16,"30,408","35,599","66,007"
NAIROBI CITY,17,"32,413","37,865","70,278"
NAIROBI CITY,18,"29,102","36,415","65,517"
NAIROBI CITY,19,"36,256","47,740","83,996"
NAIROBI CITY,15-19,"159,098","192,755","351,853"
NAIROBI CITY,20,"39,853","55,625","95,478"
NAIROBI CITY,21,"45,052","57,938","102,990"
NAIROBI CITY,22,"49,186","62,338","111,524"
NAIROBI CITY,23,"57,179","70,152","127,331"
NAIROBI CITY,24,"58,264","67,432","125,696"
NAIROBI CITY,20-24,"249,534","313,485","563,019"
NAIROBI CITY,25,"63,693","69,680","133,373"
NAIROBI CITY,26,"56,174","62,288","118,462"
NAIROBI CITY,27,"57,764","60,383","118,147"
NAIROBI CITY,28,"50,792","53,563","104,355"
NAIROBI CITY,29,"54,280","54,931","109,211"
NAIROBI CITY,25-29,"282,703","300,845","583,548"
NAIROBI CITY,30,"64,070","65,757","129,827"
NAIROBI CITY,31,"44,601","42,537","87,138"
NAIROBI CITY,32,"56,015","54,958","110,973"
NAIROBI CITY,33,"43,556","42,761","86,317"
NAIROBI CITY,34,"41,234","39,981","81,215"
NAIROBI CITY,30-34,"249,476","245,994","495,470"
NAIROBI CITY,35,"49,053","44,052","93,105"
NAIROBI CITY,36,"35,610","33,131","68,741"
NAIROBI CITY,37,"34,835","30,671","65,506"
NAIROBI CITY,38,"30,710","28,604","59,314"
NAIROBI CITY,39,"31,593","27,537","59,130"
NAIROBI CITY,35-39,"181,801","163,995","345,796"
NAIROBI CITY,40,"37,229","30,970","68,199"
NAIROBI CITY,41,"29,619","23,693","53,312"
NAIROBI CITY,42,"28,657","22,977","51,634"
NAIROBI CITY,43,"24,278","19,898","44,176"
NAIROBI CITY,44,"19,495","16,346","35,841"
NAIROBI CITY,40-44,"139,278","113,884","253,162"
NAIROBI CITY,45,"28,137","21,111","49,248"
NAIROBI CITY,46,"19,749","14,969","34,718"
NAIROBI CITY,47,"20,398","14,741","35,139"
NAIROBI CITY,48,"15,447","11,472","26,919"
NAIROBI CITY,49,"16,988","11,920","28,908"
NAIROBI CITY,45-49,"100,719","74,213","174,932"
NAIROBI CITY,50,"18,699","14,032","32,731"
NAIROBI CITY,51,"12,961","9,112","22,073"
NAIROBI CITY,52,"13,381","9,179","22,560"
NAIROBI CITY,53,"9,905","7,611","17,516"
NAIROBI CITY,54,"11,271","7,798","19,069"
NAIROBI CITY,50-54,"66,217","47,732","113,949"
NAIROBI CITY,55,"10,869","7,263","18,132"
NAIROBI CITY,56,"10,179","7,370","17,549"
NAIROBI CITY,57,"8,966","6,677","15,643"
NAIROBI CITY,58,"7,164","5,147","12,311"
NAIROBI CITY,59,"7,561","5,405","12,966"
NAIROBI CITY,55-59,"44,739","31,862","76,601"
NAIROBI CITY,60,"7,694","6,148","13,842"
NAIROBI CITY,61,"5,197","3,948","9,145"
NAIROBI CITY,62,"4,853","3,447","8,300"
NAIROBI CITY,63,"4,051","3,103","7,154"
NAIROBI CITY,64,"3,106","2,437","5,543"
NAIROBI CITY,60-64,"24,901","19,083","43,984"
NAIROBI CITY,65,"3,992","3,256","7,248"
NAIROBI CITY,66,"2,591","2,191","4,782"
NAIROBI CITY,67,"3,553","2,762","6,315"
NAIROBI CITY,68,"1,914","1,612","3,526"
NAIROBI CITY,69,"2,408","2,104","4,512"
NAIROBI CITY,65-69,"14,458","11,925","26,383"
NAIROBI CITY,70,"2,676","2,653","5,329"
NAIROBI CITY,71,"1,797","1,541","3,338"
NAIROBI CITY,72,"1,672","1,376","3,048"
NAIROBI CITY,73,"1,295","1,119","2,414"
NAIROBI CITY,74,"1,129","1,096","2,225"
NAIROBI CITY,70-74,"8,569","7,785","16,354"
NAIROBI CITY,75,909,"1,084","1,993"
NAIROBI CITY,76,849,947,"1,796"
NAIROBI CITY,77,682,763,"1,445"
NAIROBI CITY,78,505,516,"1,021"
NAIROBI CITY,79,530,652,"1,182"
NAIROBI CITY,75-79,"3,475","3,962","7,437"
NAIROBI CITY,80,603,917,"1,520"
NAIROBI CITY,81,302,432,734
NAIROBI CITY,82,341,408,749
NAIROBI CITY,83,335,388,723
NAIROBI CITY,84,275,384,659
NAIROBI CITY,80-84,"1,856","2,529","4,385"
NAIROBI CITY,85,243,335,578
NAIROBI CITY,86,172,268,440
NAIROBI CITY,87,155,270,425
NAIROBI CITY,88,111,132,243
NAIROBI CITY,89,116,248,364
NAIROBI CITY,85-89,797,"1,253","2,050"
NAIROBI CITY,90,89,218,307
NAIROBI CITY,91,65,135,200
NAIROBI CITY,92,47,98,145
NAIROBI CITY,93,39,75,114
NAIROBI CITY,94,30,77,107
NAIROBI CITY,90-94,270,603,873
NAIROBI CITY,95,32,108,140
NAIROBI CITY,96,29,65,94
NAIROBI CITY,97,22,46,68
NAIROBI CITY,98,16,34,50
NAIROBI CITY,99,16,66,82
NAIROBI CITY,95-99,115,319,434
NAIROBI CITY,100+,35,171,206
NAIROBI CITY,Not Stated,74,69,143
